Experiment: 230728_LRDYAceGRDarwin_expt vial 4, Fri Jul 28 15:42:16 2023
0.0015,0.0
0.007,-0.00046435997448135424
0.0126,5.465938117410474e-05
0.0183,0.0002733575894842133
0.0237,-0.00040975210859972577
0.0294,-0.0001366219185889861
0.0348,-0.0001366219185889861
0.0405,5.465938117410474e-05
0.0459,-0.00040975210859972577
0.0516,-0.00035513818713628353
0.057,-0.00024589217208870195
0.0627,-0.00010930056669522514
0.0681,-0.0003005182087472136
0.0738,-0.00024589217208870195
0.0793,-0.0003278289551413849
0.0847,-0.000437056798404889
0.0905,-0.00016394175490752616
0.0959,-2.7327415878630745e-05
0.1016,-0.000437056798404889
0.107,-0.0002732059477859039
0.1126,-0.0002732059477859039
0.1183,-0.00016394175490752616
0.1238,-5.465331550880137e-05
0.1292,-0.0002732059477859039
0.1349,-0.0002732059477859039
0.1405,-0.00040975210859972577
0.146,-5.465331550880137e-05
0.1516,-0.00038244590489977526
0.1571,5.465938117410474e-05
0.1627,-0.00021857688148951837
0.1682,-0.00035513818713628353
0.1739,0.0
0.1793,-0.0003005182087472136
0.185,-0.000737308517139823
0.1904,-0.0003005182087472136
0.196,-0.0002732059477859039
0.2015,-0.00024589217208870195
0.2072,-0.0002732059477859039
0.2127,-0.00035513818713628353
0.2182,-0.0003005182087472136
0.2239,0.00010932482936354404
0.2293,-0.0002732059477859039
0.235,-0.0001366219185889861
0.2404,-0.0002732059477859039
0.2461,-0.0002732059477859039
0.2515,-0.00021857688148951837
0.2572,-5.465331550880137e-05
0.2626,-0.0003005182087472136
0.2681,-2.7327415878630745e-05
0.2737,-0.00010930056669522514
0.2794,-0.0006281472520592857
0.2848,-0.000437056798404889
0.2905,-0.00035513818713628353
0.2959,-0.00035513818713628353
0.3015,-0.00016394175490752616
0.307,-0.00038244590489977526
0.3126,-0.0003278289551413849
0.3182,-0.00024589217208870195
0.3239,-0.00019126007581871107
0.3293,-0.00035513818713628353
0.335,-0.00046435997448135424
0.3404,-0.00016394175490752616
0.3461,-0.00040975210859972577
0.3515,-0.0002732059477859039
0.3569,-0.00046435997448135424
0.3626,-0.0005462604220252132
0.3683,-0.00024589217208870195
0.3737,-0.00021857688148951837
0.3794,-0.00035513818713628353
0.3848,-0.00038244590489977526
0.3904,-0.0005462604220252132
0.3961,-0.00024589217208870195
0.4015,-0.00035513818713628353
0.4072,-0.0005462604220252132
0.4126,-0.000437056798404889
0.4183,-0.0006281472520592857
0.4236,-0.00038244590489977526
0.4294,-0.0006281472520592857
0.435,-0.0003005182087472136
0.4404,-0.00035513818713628353
0.4461,-0.00038244590489977526
0.4515,-0.0005735575448699848
0.4572,-0.00010930056669522514
0.4626,-0.0005462604220252132
0.4683,-0.0002732059477859039
0.4738,-0.00046435997448135424
0.4794,-0.0004916616369987636
0.4848,-0.00040975210859972577
0.4905,-0.00021857688148951837
0.4959,-0.0002732059477859039
0.5017,8.199134680886289e-05
0.507,-0.00024589217208870195
0.5127,0.00016399634591302004
0.5181,-0.00019126007581871107
0.5238,-0.0001366219185889861
0.5292,-0.00010930056669522514
0.5349,-2.7327415878630745e-05
0.5403,0.00021867393217078757
0.546,-0.0001366219185889861
0.5517,-8.197769905748942e-05
0.5571,-2.7327415878630745e-05
0.5627,8.199134680886289e-05
0.5681,8.199134680886289e-05
0.5739,5.465938117410474e-05
0.5792,2.7328932294956587e-05
0.5849,-8.197769905748942e-05
