Experiment: 230728_LRDYAceGRDarwin_expt vial 6, Fri Jul 28 15:42:16 2023
0.0015,0.0
0.007,-0.00010483161157637255
0.0126,0.00020974668601958513
0.0183,4.194043229333033e-05
0.0237,-0.00010483161157637255
0.0294,0.00018876700716408124
0.0348,-8.386751383504532e-05
0.0405,0.00010485942761029321
0.0459,-8.386751383504532e-05
0.0516,8.388531609693217e-05
0.057,4.194043229333033e-05
0.0627,6.291231769672834e-05
0.0681,-0.00014675647102180278
0.0738,-0.00010483161157637255
0.0793,-0.00027250436956638424
0.0847,-4.193598172808066e-05
0.0905,2.096965976683407e-05
0.0959,-8.386751383504532e-05
0.1016,-0.00023059284907400723
0.107,0.00010485942761029321
0.1126,-0.00025154916493352886
0.1183,-0.0001677172329630494
0.1238,-0.00025154916493352886
0.1292,-0.00023059284907400723
0.1349,-0.00018867688320689524
0.1405,-0.00010483161157637255
0.146,-0.00018867688320689524
0.1516,-0.00012579459726502762
0.1571,0.00010485942761029321
0.1627,6.291231769672834e-05
0.1682,-0.00012579459726502762
0.1739,2.096965976683407e-05
0.1793,-0.00010483161157637255
0.185,0.00014681099045077417
0.1904,-4.193598172808066e-05
0.196,-0.00014675647102180278
0.2015,-0.00020963542187057982
0.2072,-0.00014675647102180278
0.2127,-8.386751383504532e-05
0.2182,-0.00027250436956638424
0.2239,0.00020974668601958513
0.2293,-0.00014675647102180278
0.235,-0.0001677172329630494
0.2404,-0.00014675647102180278
0.2461,8.388531609693217e-05
0.2515,8.388531609693217e-05
0.2572,-6.290230392558271e-05
0.2626,-0.00014675647102180278
0.2681,0.00020974668601958513
0.2737,-6.290230392558271e-05
0.2794,-0.00012579459726502762
0.2848,-0.00020963542187057982
0.2905,-0.00014675647102180278
0.2959,-4.193598172808066e-05
0.3015,-8.386751383504532e-05
0.307,-0.00018867688320689524
0.3126,-0.00018867688320689524
0.3182,8.388531609693217e-05
0.3239,-0.00010483161157637255
0.3293,-8.386751383504532e-05
0.335,-2.0968547125299608e-05
0.3404,-0.00020963542187057982
0.3461,-0.00010483161157637255
0.3515,-0.00012579459726502762
0.3569,-0.00014675647102180278
0.3626,-0.00023059284907400723
0.3683,-2.0968547125299608e-05
0.3737,-0.00010483161157637255
0.3794,-0.00014675647102180278
0.3848,-6.290230392558271e-05
0.3904,-6.290230392558271e-05
0.3961,2.096965976683407e-05
0.4015,-0.00027250436956638424
0.4072,0.0
0.4126,-8.386751383504532e-05
0.4183,-0.00025154916493352886
0.4236,-0.00012579459726502762
0.4294,-0.00010483161157637255
0.435,0.00046158974431875777
0.4404,-2.0968547125299608e-05
0.4461,-2.0968547125299608e-05
0.4515,0.0
0.4572,0.00014681099045077417
0.4626,0.00014681099045077417
0.4683,0.0
