sample name,trimmed median,trimmed average,trimmed standard deviaiton,# of cycles included,untrimmed median,untrimmed average,untrimmed standard deviation,total # of cycles in run
1131.8,0.223585501,0.223537314,0.017435932,17,0.163497245,0.171845007,0.06872586,67
