Experiment: 230728_LRDYAceGRDarwin_expt vial 8, Fri Jul 28 15:42:16 2023
0.0015,0.0
0.007,-0.0001516240425210036
0.0126,0.0001972247227817192
0.0183,-6.0658719602812994e-05
0.0237,-0.0001819397508588949
0.0294,1.516657697031576e-05
0.0348,-0.0001516240425210036
0.0405,1.516657697031576e-05
0.0459,-0.00012130530160314734
0.0516,-9.098352749958849e-05
0.057,6.067086206495986e-05
0.0627,0.0001972247227817192
0.0681,0.0001820490330359803
0.0738,-0.00012130530160314734
0.0793,0.00016687410310689543
0.0847,-0.0001667822757243087
0.0905,9.101084804008508e-05
0.0959,-0.00013646505117259622
0.1016,-6.0658719602812994e-05
0.107,3.0333912920621486e-05
0.1126,-0.0001516240425210036
0.1183,-4.549517779217638e-05
0.1238,0.00030347583224843433
0.1292,-7.582150281315592e-05
0.1349,7.584047541087102e-05
0.1405,1.516657697031576e-05
0.146,3.0333912920621486e-05
0.1516,-0.00010614479373804997
0.1571,-4.549517779217638e-05
0.1627,0.00013652652239226626
0.1682,0.00013652652239226626
0.1739,1.516657697031576e-05
0.1793,-0.00012130530160314734
0.185,-1.5165818066709136e-05
0.1904,-0.00021225242722433535
0.196,-3.0330877305306814e-05
0.2015,-0.0001516240425210036
0.2072,-4.549517779217638e-05
0.2127,-0.00012130530160314734
0.2182,-0.00024256207222306259
0.2239,0.0
0.2293,0.00015169993291719308
0.235,-1.5165818066709136e-05
0.2404,-6.0658719602812994e-05
0.2461,-7.582150281315592e-05
0.2515,0.00013652652239226626
0.2572,0.0002275783820255839
0.2626,-0.0001819397508588949
0.2681,-0.00012130530160314734
0.2737,7.584047541087102e-05
0.2794,-9.098352749958849e-05
0.2848,-1.5165818066709136e-05
0.2905,0.000273114571416766
0.2959,1.516657697031576e-05
0.3015,3.0333912920621486e-05
0.307,0.00012135387145528753
0.3126,-0.00013646505117259622
0.3182,0.00010618198002987356
0.3239,-9.098352749958849e-05
0.3293,-7.582150281315592e-05
0.335,4.5502007926856436e-05
0.3404,-9.098352749958849e-05
0.3461,0.0
0.3515,-4.549517779217638e-05
0.3569,-0.00013646505117259622
0.3626,-4.549517779217638e-05
0.3683,0.0006832484335275169
0.3737,-0.00024256207222306259
0.3794,-0.00010614479373804997
0.3848,-0.00019709646800025737
0.3904,-0.0001667822757243087
0.3961,6.067086206495986e-05
0.4015,-0.0003031722705477691
0.4072,-0.00010614479373804997
0.4126,-0.0001516240425210036
0.4183,-0.0001516240425210036
0.4236,-0.0001819397508588949
0.4294,-0.00034862196646301413
0.435,-0.00025771575815003445
0.4404,-0.0001516240425210036
0.4461,-0.00024256207222306259
0.4515,-0.00034862196646301413
0.4572,3.0333912920621486e-05
0.4626,-0.0003031722705477691
0.4683,-0.000227407628606624
0.4738,-0.00034862196646301413
0.4794,-4.549517779217638e-05
0.4848,-0.00034862196646301413
0.4905,-0.00013646505117259622
0.4959,-0.00024256207222306259
0.5017,1.516657697031576e-05
0.507,6.067086206495986e-05
0.5127,0.00010618198002987356
0.5181,0.00021240117241916323
0.5238,-1.5165818066709136e-05
0.5292,0.0
0.5349,-3.0330877305306814e-05
0.5403,6.067086206495986e-05
0.546,0.00012135387145528753
0.5517,-4.549517779217638e-05
0.5571,0.00021240117241916323
0.5627,0.0
0.5681,0.0003793922931052407
0.5739,-7.582150281315592e-05
0.5792,0.0002275783820255839
0.5849,7.584047541087102e-05
0.5904,-1.5165818066709136e-05
0.596,0.0
0.6017,-0.0001667822757243087
0.607,-0.00025771575815003445
0.6128,-0.00013646505117259622
0.6182,-6.0658719602812994e-05
0.6237,-0.00010614479373804997
0.6292,6.067086206495986e-05
0.6348,-0.0001667822757243087
0.6405,-0.00013646505117259622
0.6459,-0.0004092109611324446
0.6515,3.0333912920621486e-05
0.657,-0.00010614479373804997
0.6625,3.0333912920621486e-05
0.6683,-0.00025771575815003445
0.6737,1.516657697031576e-05
0.6793,-0.0001516240425210036
0.685,-0.0001667822757243087
0.6904,-0.00024256207222306259
0.696,-0.00012130530160314734
0.7017,-0.0003183229264722698
0.7072,-0.00039406484793991226
0.7126,-0.0001819397508588949
0.7183,-0.0001516240425210036
0.7236,-0.0003637703506806922
0.7293,-0.00010614479373804997
0.7348,-0.000227407628606624
0.7404,-4.549517779217638e-05
0.7462,-0.00021225242722433535
0.7515,-0.0001516240425210036
0.7573,9.101084804008508e-05
0.7627,-6.0658719602812994e-05
0.7681,-3.0330877305306814e-05
0.7737,-0.0001516240425210036
0.7794,-1.5165818066709136e-05
0.7848,-7.582150281315592e-05
0.7905,-0.00010614479373804997
0.7959,-0.0001667822757243087
0.8016,-4.549517779217638e-05
0.807,-0.0001516240425210036
0.8127,-0.00025771575815003445
0.8181,-0.00012130530160314734
0.8237,-0.0004697878460877547
0.8292,-4.549517779217638e-05
0.8349,-0.0003031722705477691
0.8403,-0.0003031722705477691
0.846,-7.582150281315592e-05
0.8514,-0.00019709646800025737
