Experiment: 230728_LRDYAceGRDarwin_expt vial 5, Fri Jul 28 15:42:16 2023
0.0015,0.0
0.007,0.00014838779207249075
0.0126,0.0002332034708576458
0.0183,0.0002119980060193427
0.0237,0.000296826047342158
0.0294,0.0002756174914191334
0.0348,0.0002756174914191334
0.0405,0.0004665316033687361
0.0459,0.00014838779207249075
0.0516,0.0002756174914191334
0.057,-6.357932861522642e-05
0.0627,0.00016959016672668525
0.0681,0.0002332034708576458
0.0738,8.478684687407423e-05
0.0793,8.478684687407423e-05
0.0847,0.00019079357134188513
0.0905,0.00033924625097370154
0.0959,0.00019079357134188513
0.1016,0.0004665316033687361
0.107,8.478684687407423e-05
0.1126,0.00019079357134188513
0.1183,0.00019079357134188513
0.1238,0.0003180356338274848
0.1292,0.000508968304005819
0.1349,0.00012718644727804929
0.1405,0.0004028842873893268
0.146,0.000296826047342158
0.1516,2.1195167726695274e-05
0.1571,0.000296826047342158
0.1627,0.00014838779207249075
0.1682,0.00019079357134188513
0.1739,0.00044531480014597946
0.1793,0.00038167057765470247
0.185,0.00033924625097370154
0.1904,0.00014838779207249075
0.196,0.0002332034708576458
0.2015,0.00014838779207249075
0.2072,0.0001059861322465494
0.2127,0.0005938540848529072
0.2182,0.000296826047342158
0.2239,0.0004665316033687361
0.2293,0.00014838779207249075
0.235,0.0004028842873893268
0.2404,-4.238724807148486e-05
0.2461,0.0002119980060193427
0.2515,0.00019079357134188513
0.2572,0.0002119980060193427
0.2626,0.00019079357134188513
0.2681,0.000296826047342158
0.2737,0.00038167057765470247
0.2794,8.478684687407423e-05
0.2848,0.00012718644727804929
0.2905,0.000296826047342158
0.2959,0.00016959016672668525
0.3015,0.00044531480014597946
0.307,0.0004665316033687361
0.3126,0.0002756174914191334
0.3182,0.00036045789888383695
0.3239,4.2391364715399504e-05
0.3293,0.00048774943795582004
0.335,0.0002332034708576458
0.3404,0.0002544099659571586
0.3461,0.00036045789888383695
0.3515,0.0005301882016208737
0.3569,0.0002756174914191334
0.3626,-0.00019071020928329574
0.3683,0.00016959016672668525
0.3737,8.478684687407423e-05
0.3794,0.00014838779207249075
0.3848,0.00014838779207249075
0.3904,0.00012718644727804929
0.3961,0.00019079357134188513
0.4015,0.0001059861322465494
0.4072,0.0002756174914191334
0.4126,0.00033924625097370154
0.4183,0.00016959016672668525
0.4236,0.00036045789888383695
0.4294,0.00038167057765470247
0.435,0.0002332034708576458
0.4404,0.00044531480014597946
0.4461,0.00019079357134188513
0.4515,-0.00010596040321786404
0.4572,0.0002756174914191334
0.4626,0.0002119980060193427
0.4683,0.00036045789888383695
0.4738,4.2391364715399504e-05
0.4794,0.00036045789888383695
0.4848,0.000296826047342158
0.4905,4.2391364715399504e-05
0.4959,0.000296826047342158
0.5017,8.478684687407423e-05
0.507,0.00012718644727804929
0.5127,2.1195167726695274e-05
0.5181,0.00019079357134188513
0.5238,0.0001059861322465494
0.5292,0.0004028842873893268
0.5349,-4.238724807148486e-05
0.5403,0.0006150781097264968
0.546,0.0003180356338274848
0.5517,0.00048774943795582004
0.5571,0.00036045789888383695
0.5627,0.00038167057765470247
0.5681,0.00033924625097370154
0.5739,0.0002756174914191334
0.5792,0.0004028842873893268
0.5849,0.00042409902818629774
0.5904,0.0002756174914191334
